anchor_name,DHI,SSI,ERI,SMI,MRI
哈尔滨冰雪大世界,3.3125694300123234,1.0,3.7305735522511405,6.043142982263464,3.0114267545566573
中央大街,6.171037249466384,10.01064143644581,5.321828648799829,1.4822244618204028,0.610350716940832
圣索菲亚教堂,4.729741667417399,9.808792530563425,2.382149598658838,-2.6969012644871873,0.47732775238038627
太阳岛风景区,3.0477372307679604,4.278462750875093,4.883505075848986,3.652779555741853,0.6960747194112432
哈尔滨站,1.3219512737541508,9.72261849317558,1.0,-7.400667219421429,0.13458236972886584
哈尔滨西站,1.0,4.12406691773069,1.0,-2.1240669177306897,0.23673867376543212
